account_id,amount,timestamp,category,is_fraud
1961,188.0,2024-01-01 03:19:00,utility,0
1366,81.05,2024-01-01 03:20:00,travel,0
1908,6.73,2024-01-01 03:21:00,utility,0
1495,39.91,2024-01-01 03:22:00,utility,0
1699,9.45,2024-01-01 03:23:00,shopping,0
1457,236.59,2024-01-01 03:24:00,transfer,0
1265,32.05,2024-01-01 03:25:00,shopping,0
1764,12.68,2024-01-01 03:26:00,travel,0
1969,17.84,2024-01-01 03:27:00,utility,0
1263,168.66,2024-01-01 03:28:00,transfer,0
1778,5.76,2024-01-01 03:29:00,transfer,0
1261,65.64,2024-01-01 03:30:00,shopping,0
1716,110.58,2024-01-01 03:31:00,shopping,0
1789,25.98,2024-01-01 03:32:00,transfer,0
1449,54.63,2024-01-01 03:33:00,utility,0
1736,40.67,2024-01-01 03:34:00,shopping,1
1272,30.57,2024-01-01 03:35:00,travel,0
1079,25.64,2024-01-01 03:36:00,transfer,0
1096,3.5,2024-01-01 03:37:00,transfer,0
1447,17.04,2024-01-01 03:38:00,food,0
1902,9.72,2024-01-01 03:39:00,food,0
1127,30.31,2024-01-01 03:40:00,food,0
1455,70.17,2024-01-01 03:41:00,travel,0
1704,13.64,2024-01-01 03:42:00,food,0
1202,16.53,2024-01-01 03:43:00,transfer,0
1721,19.64,2024-01-01 03:44:00,transfer,0
1305,78.33,2024-01-01 03:45:00,food,0
1808,99.7,2024-01-01 03:46:00,transfer,0
1579,7.48,2024-01-01 03:47:00,food,0
1546,116.9,2024-01-01 03:48:00,utility,0
1176,76.81,2024-01-01 03:49:00,travel,0
1463,4.79,2024-01-01 03:50:00,food,0
1856,55.31,2024-01-01 03:51:00,shopping,1
1019,44.78,2024-01-01 03:52:00,transfer,0
1758,37.19,2024-01-01 03:53:00,transfer,0
1492,4.06,2024-01-01 03:54:00,food,0
1719,52.19,2024-01-01 03:55:00,transfer,0
1663,38.89,2024-01-01 03:56:00,travel,0
1432,15.69,2024-01-01 03:57:00,shopping,0
1308,29.74,2024-01-01 03:58:00,food,0
1627,73.47,2024-01-01 03:59:00,transfer,0
1140,2.35,2024-01-01 04:00:00,utility,0
1584,27.36,2024-01-01 04:01:00,utility,0
1094,91.95,2024-01-01 04:02:00,utility,0
1649,28.04,2024-01-01 04:03:00,transfer,0
1628,97.91,2024-01-01 04:04:00,food,0
1084,8.95,2024-01-01 04:05:00,travel,1
1757,73.77,2024-01-01 04:06:00,food,0
1415,138.85,2024-01-01 04:07:00,shopping,0
1786,7.64,2024-01-01 04:08:00,shopping,0
1041,88.17,2024-01-01 04:09:00,food,1
1179,15.14,2024-01-01 04:10:00,utility,0
1493,6.12,2024-01-01 04:11:00,food,0
1188,5.17,2024-01-01 04:12:00,utility,0
1329,25.96,2024-01-01 04:13:00,utility,0
1660,0.73,2024-01-01 04:14:00,transfer,0
1144,14.07,2024-01-01 04:15:00,food,0
1677,26.1,2024-01-01 04:16:00,transfer,0
1103,29.31,2024-01-01 04:17:00,shopping,0
1175,11.58,2024-01-01 04:18:00,transfer,0
1587,19.13,2024-01-01 04:19:00,utility,0
1793,10.09,2024-01-01 04:20:00,utility,0
1170,13.93,2024-01-01 04:21:00,food,0
1299,59.88,2024-01-01 04:22:00,utility,0
1925,26.74,2024-01-01 04:23:00,shopping,0
1989,68.28,2024-01-01 04:24:00,transfer,0
1581,13.83,2024-01-01 04:25:00,utility,0
1447,1.36,2024-01-01 04:26:00,food,0
1346,38.56,2024-01-01 04:27:00,transfer,0
1612,62.89,2024-01-01 04:28:00,food,1
1590,5.0,2024-01-01 04:29:00,travel,0
1294,56.58,2024-01-01 04:30:00,travel,0
1022,6.13,2024-01-01 04:31:00,transfer,0
1151,17.95,2024-01-01 04:32:00,food,0
1958,40.77,2024-01-01 04:33:00,transfer,0
1418,5.07,2024-01-01 04:34:00,travel,0
1482,48.77,2024-01-01 04:35:00,utility,0
1467,38.04,2024-01-01 04:36:00,food,0
1782,53.61,2024-01-01 04:37:00,travel,0
1064,4.01,2024-01-01 04:38:00,utility,0
1082,14.55,2024-01-01 04:39:00,utility,0
1275,82.3,2024-01-01 04:40:00,transfer,0
1486,1.19,2024-01-01 04:41:00,transfer,0
1671,87.07,2024-01-01 04:42:00,shopping,1
1490,65.24,2024-01-01 04:43:00,travel,0
1441,4.85,2024-01-01 04:44:00,travel,0
1937,8.37,2024-01-01 04:45:00,transfer,0
1161,75.14,2024-01-01 04:46:00,utility,0
1571,33.01,2024-01-01 04:47:00,transfer,0
1542,27.42,2024-01-01 04:48:00,shopping,0
1473,15.56,2024-01-01 04:49:00,shopping,0
1807,28.61,2024-01-01 04:50:00,transfer,0
1266,22.19,2024-01-01 04:51:00,utility,0
1953,26.43,2024-01-01 04:52:00,travel,0
1331,88.83,2024-01-01 04:53:00,shopping,0
1545,1.74,2024-01-01 04:54:00,travel,0
1520,109.35,2024-01-01 04:55:00,utility,0
1849,16.9,2024-01-01 04:56:00,food,0
1438,16.59,2024-01-01 04:57:00,transfer,0
1284,56.58,2024-01-01 04:58:00,transfer,0
1021,98.14,2024-01-01 04:59:00,food,0
1363,40.86,2024-01-01 05:00:00,utility,0
1826,13.82,2024-01-01 05:01:00,food,0
1009,5.46,2024-01-01 05:02:00,travel,0
1896,27.0,2024-01-01 05:03:00,travel,0
1542,3.86,2024-01-01 05:04:00,shopping,0
1140,95.25,2024-01-01 05:05:00,transfer,0
1302,17.35,2024-01-01 05:06:00,shopping,1
1554,64.63,2024-01-01 05:07:00,travel,1
1315,81.83,2024-01-01 05:08:00,food,0
1108,42.91,2024-01-01 05:09:00,transfer,0
1665,66.17,2024-01-01 05:10:00,travel,0
1672,41.73,2024-01-01 05:11:00,shopping,0
1118,21.25,2024-01-01 05:12:00,food,0
1281,62.99,2024-01-01 05:13:00,travel,0
1243,58.39,2024-01-01 05:14:00,shopping,0
1659,7.64,2024-01-01 05:15:00,transfer,0
1730,70.91,2024-01-01 05:16:00,travel,0
1726,22.49,2024-01-01 05:17:00,shopping,0
1938,134.12,2024-01-01 05:18:00,transfer,0
1768,92.45,2024-01-01 05:19:00,travel,0
1320,36.12,2024-01-01 05:20:00,travel,1
1107,46.81,2024-01-01 05:21:00,food,0
1614,7.08,2024-01-01 05:22:00,transfer,0
1916,33.72,2024-01-01 05:23:00,food,0
1975,29.23,2024-01-01 05:24:00,travel,0
1230,23.01,2024-01-01 05:25:00,food,0
1236,30.7,2024-01-01 05:26:00,utility,0
1037,207.31,2024-01-01 05:27:00,travel,0
1141,7.53,2024-01-01 05:28:00,utility,0
1554,4.51,2024-01-01 05:29:00,utility,0
1546,30.02,2024-01-01 05:30:00,food,0
1370,20.04,2024-01-01 05:31:00,travel,0
1309,51.85,2024-01-01 05:32:00,food,0
1829,14.04,2024-01-01 05:33:00,food,0
1460,96.88,2024-01-01 05:34:00,shopping,0
1808,82.11,2024-01-01 05:35:00,travel,0
1963,10.38,2024-01-01 05:36:00,food,0
1317,6.74,2024-01-01 05:37:00,shopping,0
1202,56.62,2024-01-01 05:38:00,shopping,0
1952,1.69,2024-01-01 05:39:00,transfer,0
1634,15.32,2024-01-01 05:40:00,utility,0
1290,100.45,2024-01-01 05:41:00,travel,0
1621,6.84,2024-01-01 05:42:00,shopping,0
1515,43.07,2024-01-01 05:43:00,food,0
1905,31.17,2024-01-01 05:44:00,travel,0
1255,166.28,2024-01-01 05:45:00,shopping,0
1991,22.81,2024-01-01 05:46:00,food,0
1936,84.79,2024-01-01 05:47:00,transfer,0
1180,117.96,2024-01-01 05:48:00,shopping,0
1164,8.17,2024-01-01 05:49:00,utility,0
1533,32.48,2024-01-01 05:50:00,travel,0
1044,37.24,2024-01-01 05:51:00,transfer,0
1298,32.1,2024-01-01 05:52:00,travel,0
1435,87.29,2024-01-01 05:53:00,transfer,0
1969,2.55,2024-01-01 05:54:00,shopping,0
1992,13.48,2024-01-01 05:55:00,utility,0
1151,10.57,2024-01-01 05:56:00,travel,0
1891,4.4,2024-01-01 05:57:00,transfer,0
1090,12.96,2024-01-01 05:58:00,food,0
1748,19.03,2024-01-01 05:59:00,food,0
1845,19.6,2024-01-01 06:00:00,shopping,0
1890,1.56,2024-01-01 06:01:00,transfer,0
1223,36.39,2024-01-01 06:02:00,transfer,0
1893,8.65,2024-01-01 06:03:00,transfer,0
1115,26.44,2024-01-01 06:04:00,shopping,0
1518,32.65,2024-01-01 06:05:00,transfer,0
1469,45.22,2024-01-01 06:06:00,shopping,0
1315,23.84,2024-01-01 06:07:00,shopping,0
1022,4.31,2024-01-01 06:08:00,food,0
1772,0.59,2024-01-01 06:09:00,utility,0
1335,24.94,2024-01-01 06:10:00,travel,0
1661,79.32,2024-01-01 06:11:00,food,1
1410,174.99,2024-01-01 06:12:00,travel,0
1373,65.62,2024-01-01 06:13:00,utility,0
1886,22.15,2024-01-01 06:14:00,travel,0
1094,133.75,2024-01-01 06:15:00,travel,1
1736,119.87,2024-01-01 06:16:00,travel,0
1746,72.65,2024-01-01 06:17:00,shopping,0
1379,123.35,2024-01-01 06:18:00,utility,0
1262,68.72,2024-01-01 06:19:00,utility,0
1005,37.24,2024-01-01 06:20:00,food,1
1936,77.46,2024-01-01 06:21:00,travel,1
1947,49.72,2024-01-01 06:22:00,utility,0
1240,114.66,2024-01-01 06:23:00,travel,0
1031,12.29,2024-01-01 06:24:00,food,0
1122,7.5,2024-01-01 06:25:00,travel,0
1067,30.47,2024-01-01 06:26:00,utility,0
1831,6.03,2024-01-01 06:27:00,utility,0
1891,31.19,2024-01-01 06:28:00,food,0
1153,56.72,2024-01-01 06:29:00,utility,0
1746,95.3,2024-01-01 06:30:00,food,0
1179,174.97,2024-01-01 06:31:00,utility,0
1367,18.96,2024-01-01 06:32:00,shopping,0
1599,24.1,2024-01-01 06:33:00,food,0
1719,21.88,2024-01-01 06:34:00,travel,0
1874,2.33,2024-01-01 06:35:00,transfer,0
1044,8.66,2024-01-01 06:36:00,shopping,0
1196,5.32,2024-01-01 06:37:00,utility,0
1280,41.17,2024-01-01 06:38:00,utility,0
1310,28.01,2024-01-01 06:39:00,food,0
1998,140.43,2024-01-01 06:40:00,transfer,1
1777,1.42,2024-01-01 06:41:00,travel,0
1320,15.93,2024-01-01 06:42:00,utility,0
1971,25.26,2024-01-01 06:43:00,shopping,0
1499,45.52,2024-01-01 06:44:00,shopping,0
1500,13.11,2024-01-01 06:45:00,travel,0
1433,18.72,2024-01-01 06:46:00,transfer,0
1143,13.32,2024-01-01 06:47:00,food,0
1934,57.54,2024-01-01 06:48:00,transfer,0
1013,13.16,2024-01-01 06:49:00,travel,0
1174,62.12,2024-01-01 06:50:00,transfer,0
1229,62.42,2024-01-01 06:51:00,food,0
1279,38.01,2024-01-01 06:52:00,food,0
1131,18.26,2024-01-01 06:53:00,food,0
1017,5.86,2024-01-01 06:54:00,shopping,0
1677,28.28,2024-01-01 06:55:00,travel,0
1969,56.14,2024-01-01 06:56:00,shopping,0
1121,475.91,2024-01-01 06:57:00,transfer,0
1296,18.66,2024-01-01 06:58:00,food,0
1506,7.17,2024-01-01 06:59:00,shopping,0
1927,4.54,2024-01-01 07:00:00,utility,0
1694,110.9,2024-01-01 07:01:00,shopping,0
1766,34.32,2024-01-01 07:02:00,transfer,0
1581,17.65,2024-01-01 07:03:00,utility,0
1417,29.31,2024-01-01 07:04:00,food,0
1199,20.33,2024-01-01 07:05:00,shopping,0
1864,27.68,2024-01-01 07:06:00,travel,0
1804,48.72,2024-01-01 07:07:00,food,0
1025,12.75,2024-01-01 07:08:00,transfer,0
1715,67.43,2024-01-01 07:09:00,travel,1
1084,78.95,2024-01-01 07:10:00,food,0
1738,7.24,2024-01-01 07:11:00,travel,0
1825,7.88,2024-01-01 07:12:00,transfer,0
1131,28.32,2024-01-01 07:13:00,shopping,0
1433,67.99,2024-01-01 07:14:00,transfer,0
1123,22.43,2024-01-01 07:15:00,shopping,0
1567,256.89,2024-01-01 07:16:00,food,0
1927,82.27,2024-01-01 07:17:00,travel,0
1080,2.7,2024-01-01 07:18:00,food,0
1397,43.81,2024-01-01 07:19:00,shopping,0
1973,66.28,2024-01-01 07:20:00,travel,0
1300,6.82,2024-01-01 07:21:00,transfer,0
1132,94.45,2024-01-01 07:22:00,travel,0
1488,12.29,2024-01-01 07:23:00,travel,0
1508,11.66,2024-01-01 07:24:00,transfer,0
1662,47.04,2024-01-01 07:25:00,shopping,0
1313,3.31,2024-01-01 07:26:00,food,0
1955,52.2,2024-01-01 07:27:00,shopping,0
1521,14.01,2024-01-01 07:28:00,travel,0
1286,11.95,2024-01-01 07:29:00,utility,0
1960,60.22,2024-01-01 07:30:00,shopping,0
1924,34.2,2024-01-01 07:31:00,utility,0
1499,63.39,2024-01-01 07:32:00,transfer,0
1024,39.18,2024-01-01 07:33:00,utility,0
1596,107.12,2024-01-01 07:34:00,travel,0
1555,79.6,2024-01-01 07:35:00,travel,0
1148,24.56,2024-01-01 07:36:00,shopping,0
1633,52.3,2024-01-01 07:37:00,shopping,0
1840,6.12,2024-01-01 07:38:00,travel,0
1105,60.24,2024-01-01 07:39:00,transfer,0
1723,5.82,2024-01-01 07:40:00,transfer,0
1140,0.91,2024-01-01 07:41:00,travel,0
1748,25.76,2024-01-01 07:42:00,utility,0
1419,21.77,2024-01-01 07:43:00,transfer,0
1006,56.82,2024-01-01 07:44:00,food,0
1966,4.26,2024-01-01 07:45:00,travel,0
1165,114.57,2024-01-01 07:46:00,utility,0
1596,91.66,2024-01-01 07:47:00,shopping,0
1181,138.63,2024-01-01 07:48:00,utility,0
1933,5.0,2024-01-01 07:49:00,shopping,0
1738,21.45,2024-01-01 07:50:00,food,0
1804,9.38,2024-01-01 07:51:00,shopping,0
1432,12.27,2024-01-01 07:52:00,shopping,0
1467,29.15,2024-01-01 07:53:00,transfer,1
1634,15.32,2024-01-01 07:54:00,food,0
1784,12.48,2024-01-01 07:55:00,food,0
1846,22.23,2024-01-01 07:56:00,food,0
1017,38.17,2024-01-01 07:57:00,shopping,0
1663,9.25,2024-01-01 07:58:00,transfer,0
1109,20.27,2024-01-01 07:59:00,utility,0
1287,31.45,2024-01-01 08:00:00,transfer,0
1829,103.31,2024-01-01 08:01:00,transfer,0
1250,38.39,2024-01-01 08:02:00,utility,1
1796,138.32,2024-01-01 08:03:00,utility,0
1463,149.49,2024-01-01 08:04:00,travel,0
1232,10.82,2024-01-01 08:05:00,transfer,0
1334,4.85,2024-01-01 08:06:00,utility,0
1530,147.39,2024-01-01 08:07:00,transfer,0
1765,121.22,2024-01-01 08:08:00,transfer,0
1606,207.42,2024-01-01 08:09:00,travel,1
1933,71.39,2024-01-01 08:10:00,food,0
1867,5.32,2024-01-01 08:11:00,transfer,0
1753,47.34,2024-01-01 08:12:00,shopping,0
1603,37.65,2024-01-01 08:13:00,transfer,0
1289,87.45,2024-01-01 08:14:00,utility,0
1412,10.78,2024-01-01 08:15:00,travel,0
1118,9.52,2024-01-01 08:16:00,travel,0
1374,42.5,2024-01-01 08:17:00,utility,0
1926,6.55,2024-01-01 08:18:00,travel,0
1425,7.14,2024-01-01 08:19:00,travel,0
1113,115.74,2024-01-01 08:20:00,travel,0
1651,136.7,2024-01-01 08:21:00,utility,0
1962,103.3,2024-01-01 08:22:00,food,0
1867,65.45,2024-01-01 08:23:00,food,0
1274,19.67,2024-01-01 08:24:00,food,0
1453,20.16,2024-01-01 08:25:00,utility,0
1531,93.63,2024-01-01 08:26:00,food,1
1247,175.04,2024-01-01 08:27:00,shopping,0
1268,0.25,2024-01-01 08:28:00,food,0
1236,241.86,2024-01-01 08:29:00,shopping,0
1994,10.62,2024-01-01 08:30:00,food,0
1746,88.24,2024-01-01 08:31:00,food,0
1840,12.05,2024-01-01 08:32:00,shopping,0
1816,22.65,2024-01-01 08:33:00,utility,0
1959,51.57,2024-01-01 08:34:00,food,0
1105,13.91,2024-01-01 08:35:00,shopping,1
1881,121.62,2024-01-01 08:36:00,transfer,0
1066,7.72,2024-01-01 08:37:00,utility,0
1475,3.48,2024-01-01 08:38:00,utility,0
1594,160.22,2024-01-01 08:39:00,travel,0
1357,82.48,2024-01-01 08:40:00,transfer,1
1146,23.56,2024-01-01 08:41:00,food,0
1192,32.01,2024-01-01 08:42:00,utility,1
1824,54.49,2024-01-01 08:43:00,shopping,0
1318,80.47,2024-01-01 08:44:00,food,0
1310,23.72,2024-01-01 08:45:00,transfer,0
1923,51.05,2024-01-01 08:46:00,utility,0
1143,15.81,2024-01-01 08:47:00,travel,0
1915,1.69,2024-01-01 08:48:00,food,0
1920,90.58,2024-01-01 08:49:00,utility,0
1598,5.49,2024-01-01 08:50:00,shopping,0
1165,1.04,2024-01-01 08:51:00,food,0
1155,109.33,2024-01-01 08:52:00,transfer,1
1284,115.32,2024-01-01 08:53:00,utility,0
1577,29.81,2024-01-01 08:54:00,shopping,0
1153,40.58,2024-01-01 08:55:00,travel,0
1455,22.3,2024-01-01 08:56:00,travel,0
1115,26.57,2024-01-01 08:57:00,shopping,0
1540,13.85,2024-01-01 08:58:00,food,0
1021,12.27,2024-01-01 08:59:00,travel,0
1709,20.71,2024-01-01 09:00:00,travel,0
1055,89.65,2024-01-01 09:01:00,food,0
1194,160.26,2024-01-01 09:02:00,food,1
1174,80.63,2024-01-01 09:03:00,travel,0
1830,61.43,2024-01-01 09:04:00,travel,0
1053,32.6,2024-01-01 09:05:00,travel,0
1429,16.91,2024-01-01 09:06:00,utility,0
1591,50.2,2024-01-01 09:07:00,shopping,0
1515,3.37,2024-01-01 09:08:00,food,0
1680,193.09,2024-01-01 09:09:00,transfer,0
1803,61.71,2024-01-01 09:10:00,utility,1
1393,105.23,2024-01-01 09:11:00,shopping,0
1828,0.65,2024-01-01 09:12:00,food,0
1317,5.26,2024-01-01 09:13:00,transfer,0
