account_id,amount,timestamp,category,is_fraud,amount_log,tx_count
1037,28.5,2024-01-01 01:56:00,transfer,0,3.3843902633457743,2
1139,9.14,2024-01-01 01:57:00,food,0,2.316487998163037,7
1245,157.39,2024-01-01 01:58:00,shopping,0,5.065060346074329,7
1114,129.95,2024-01-01 01:59:00,shopping,1,4.874815570953721,4
1439,22.48,2024-01-01 02:00:00,travel,0,3.1561489949598958,3
1668,25.03,2024-01-01 02:01:00,transfer,0,3.259249719006474,4
1654,78.57,2024-01-01 02:02:00,utility,0,4.3766371373894435,4
1471,29.33,2024-01-01 02:03:00,food,0,3.41213732170049,4
1855,30.25,2024-01-01 02:04:00,food,0,3.4420193761824107,5
1565,39.49,2024-01-01 02:05:00,food,0,3.7010550300440697,5
1079,13.58,2024-01-01 02:06:00,travel,0,2.6796507265805123,3
1764,41.59,2024-01-01 02:07:00,food,0,3.751619483935122,5
1574,12.22,2024-01-01 02:08:00,travel,0,2.5817308344235403,4
1634,22.34,2024-01-01 02:09:00,utility,0,3.15016862685841,8
1565,17.24,2024-01-01 02:10:00,transfer,0,2.9036169846461855,5
1553,4.05,2024-01-01 02:11:00,utility,0,1.6193882432872684,6
1090,104.95,2024-01-01 02:12:00,shopping,0,4.662967284714308,7
1559,20.0,2024-01-01 02:13:00,utility,0,3.044522437723423,2
1794,18.47,2024-01-01 02:14:00,transfer,0,2.968874819384108,6
1303,330.2,2024-01-01 02:15:00,food,1,5.8027224225111045,2
1602,45.23,2024-01-01 02:16:00,transfer,0,3.833628938000134,2
1030,2.71,2024-01-01 02:17:00,utility,0,1.3110318766193438,4
1347,28.46,2024-01-01 02:18:00,travel,0,3.3830334110344844,4
1436,21.03,2024-01-01 02:19:00,shopping,0,3.092405160814252,4
1982,32.9,2024-01-01 02:20:00,shopping,0,3.5234150143864045,4
1214,10.54,2024-01-01 02:21:00,food,0,2.4458192610799534,5
1276,9.57,2024-01-01 02:22:00,travel,0,2.3580197998821464,5
1408,4.83,2024-01-01 02:23:00,travel,0,1.763017000362401,5
1992,64.65,2024-01-01 02:24:00,food,0,4.184337600748806,5
1853,1.48,2024-01-01 02:25:00,shopping,0,0.9082585601768908,5
1034,77.47,2024-01-01 02:26:00,shopping,0,4.362716386139382,2
1233,8.79,2024-01-01 02:27:00,travel,0,2.281361456542419,3
1821,72.61,2024-01-01 02:28:00,food,0,4.298780886070615,4
1058,64.39,2024-01-01 02:29:00,transfer,0,4.180369341573185,3
1855,55.49,2024-01-01 02:30:00,utility,0,4.034063631337171,5
1281,1.96,2024-01-01 02:31:00,shopping,0,1.085189268335969,3
1917,21.95,2024-01-01 02:32:00,utility,0,3.133317936506554,6
1293,53.44,2024-01-01 02:33:00,travel,0,3.9970991777832654,2
1434,1.07,2024-01-01 02:34:00,travel,0,0.7275486072772779,6
1661,19.0,2024-01-01 02:35:00,utility,0,2.995732273553991,2
1126,25.82,2024-01-01 02:36:00,utility,0,3.2891478778535324,5
1557,105.11,2024-01-01 02:37:00,utility,0,4.6644762918854985,2
1505,13.4,2024-01-01 02:38:00,shopping,0,2.667228206581955,7
1783,11.04,2024-01-01 02:39:00,food,0,2.488234439880675,2
1996,170.99,2024-01-01 02:40:00,utility,1,5.147436335588401,4
1664,22.85,2024-01-01 02:41:00,utility,0,3.1717842173343502,3
1409,22.96,2024-01-01 02:42:00,shopping,0,3.1763857732472487,4
1406,72.08,2024-01-01 02:43:00,travel,0,4.291554731509806,3
1417,61.43,2024-01-01 02:44:00,transfer,0,4.134045929073653,4
1814,29.06,2024-01-01 02:45:00,travel,0,3.4031953843248286,4
1321,48.24,2024-01-01 02:46:00,travel,0,3.896706301316253,4
1166,20.35,2024-01-01 02:47:00,utility,0,3.0610517396746335,3
1334,59.73,2024-01-01 02:48:00,shopping,0,4.106437809909484,4
1022,7.55,2024-01-01 02:49:00,shopping,0,2.145931282948669,3
1106,7.56,2024-01-01 02:50:00,utility,0,2.1471001901536506,4
1090,22.02,2024-01-01 02:51:00,travel,0,3.1363634032937364,7
1771,0.9,2024-01-01 02:52:00,food,0,0.6418538861723947,2
1722,13.07,2024-01-01 02:53:00,food,0,2.644044871126298,3
1696,37.14,2024-01-01 02:54:00,transfer,0,3.641263600172273,3
1461,21.34,2024-01-01 02:55:00,shopping,0,3.1063787936410545,7
1717,7.38,2024-01-01 02:56:00,shopping,0,2.1258479144939915,7
1161,311.93,2024-01-01 02:57:00,travel,0,5.74597952335599,5
1900,98.03,2024-01-01 02:58:00,utility,0,4.5954228345332115,2
1501,15.01,2024-01-01 02:59:00,transfer,0,2.773213527008623,2
1938,92.0,2024-01-01 03:00:00,utility,0,4.532599493153256,6
1152,128.74,2024-01-01 03:01:00,shopping,0,4.86553244778491,3
1497,69.57,2024-01-01 03:02:00,shopping,0,4.256605125012738,4
1696,2.83,2024-01-01 03:03:00,transfer,0,1.3428648031925547,3
1495,41.75,2024-01-01 03:04:00,transfer,0,3.755369195382769,5
1446,36.86,2024-01-01 03:05:00,travel,0,3.633895145781177,4
1166,38.34,2024-01-01 03:06:00,transfer,0,3.672241812960913,3
1381,5.98,2024-01-01 03:07:00,transfer,0,1.9430489167742813,2
1238,62.83,2024-01-01 03:08:00,transfer,0,4.156223299267966,4
1301,106.75,2024-01-01 03:09:00,food,0,4.6798137289838575,10
1683,4.32,2024-01-01 03:10:00,food,0,1.6714733033535532,4
1630,15.84,2024-01-01 03:11:00,travel,0,2.8237570088141806,3
1607,0.58,2024-01-01 03:12:00,utility,1,0.4574248470388755,3
1361,86.93,2024-01-01 03:13:00,food,0,4.4765410433909105,6
1959,240.57,2024-01-01 03:14:00,food,0,5.487159286165225,7
1087,1.01,2024-01-01 03:15:00,food,0,0.6981347220709843,2
1342,114.35,2024-01-01 03:16:00,food,1,4.747970984619762,9
1118,29.45,2024-01-01 03:17:00,transfer,0,3.416085994155906,10
1338,144.66,2024-01-01 03:18:00,utility,0,4.981275138789769,7
1961,188.0,2024-01-01 03:19:00,utility,0,5.241747015059643,8
1366,81.05,2024-01-01 03:20:00,travel,0,4.4073288175361,5
1908,6.73,2024-01-01 03:21:00,utility,0,2.0451088625993306,2
1495,39.91,2024-01-01 03:22:00,utility,0,3.711374531941307,5
1699,9.45,2024-01-01 03:23:00,shopping,0,2.34660197841082,9
1457,236.59,2024-01-01 03:24:00,transfer,0,5.4705464990606965,2
1265,32.05,2024-01-01 03:25:00,shopping,0,3.498021566297695,2
1764,12.68,2024-01-01 03:26:00,travel,0,2.615934912194404,5
1969,17.84,2024-01-01 03:27:00,utility,0,2.935982269148217,6
1263,168.66,2024-01-01 03:28:00,transfer,0,5.1337964343795885,2
1778,5.76,2024-01-01 03:29:00,transfer,0,1.9110228900548727,7
1261,65.64,2024-01-01 03:30:00,shopping,0,4.1993049978585875,1
1716,110.58,2024-01-01 03:31:00,shopping,0,4.714741822417382,1
1789,25.98,2024-01-01 03:32:00,transfer,0,3.2950958507796098,1
1449,54.63,2024-01-01 03:33:00,utility,0,4.018722624087202,8
1736,40.67,2024-01-01 03:34:00,shopping,1,3.7297814454343623,7
1272,30.57,2024-01-01 03:35:00,travel,0,3.4522073025699003,3
1079,25.64,2024-01-01 03:36:00,transfer,0,3.2824138456721883,3
1096,3.5,2024-01-01 03:37:00,transfer,0,1.5040773967762742,4
1447,17.04,2024-01-01 03:38:00,food,0,2.8925915146344776,4
1902,9.72,2024-01-01 03:39:00,food,0,2.372111155642656,7
1127,30.31,2024-01-01 03:40:00,food,0,3.443937535338314,7
1455,70.17,2024-01-01 03:41:00,travel,0,4.26507138131118,5
1704,13.64,2024-01-01 03:42:00,food,0,2.6837575085331657,4
1202,16.53,2024-01-01 03:43:00,transfer,0,2.863913698933143,6
1721,19.64,2024-01-01 03:44:00,transfer,0,3.027230940613362,6
1305,78.33,2024-01-01 03:45:00,food,0,4.373616367313912,5
1808,99.7,2024-01-01 03:46:00,transfer,0,4.612145799724517,5
1579,7.48,2024-01-01 03:47:00,food,0,2.1377104498038118,4
1546,116.9,2024-01-01 03:48:00,utility,0,4.769836807543325,3
1176,76.81,2024-01-01 03:49:00,travel,0,4.354269957628839,7
1463,4.79,2024-01-01 03:50:00,food,0,1.7561322915849038,5
1856,55.31,2024-01-01 03:51:00,shopping,1,4.030872139266527,4
1019,44.78,2024-01-01 03:52:00,transfer,0,3.8238473145244205,3
1758,37.19,2024-01-01 03:53:00,transfer,0,3.6425737012374246,4
1492,4.06,2024-01-01 03:54:00,food,0,1.6213664832993742,3
1719,52.19,2024-01-01 03:55:00,transfer,0,3.9738704087542263,9
1663,38.89,2024-01-01 03:56:00,travel,0,3.686125665917315,4
1432,15.69,2024-01-01 03:57:00,shopping,0,2.8148097376737438,4
1308,29.74,2024-01-01 03:58:00,food,0,3.4255647381104497,3
1627,73.47,2024-01-01 03:59:00,transfer,0,4.310396359722554,2
1140,2.35,2024-01-01 04:00:00,utility,0,1.208960345836975,5
1584,27.36,2024-01-01 04:01:00,utility,0,3.344979701663927,5
1094,91.95,2024-01-01 04:02:00,utility,0,4.532061714167453,6
1649,28.04,2024-01-01 04:03:00,transfer,0,3.3686741899565953,5
1628,97.91,2024-01-01 04:04:00,food,0,4.594210345751749,5
1084,8.95,2024-01-01 04:05:00,travel,1,2.2975725511705014,6
1757,73.77,2024-01-01 04:06:00,food,0,4.314416735011824,2
1415,138.85,2024-01-01 04:07:00,shopping,0,4.940570419647969,5
1786,7.64,2024-01-01 04:08:00,shopping,0,2.1564025828159643,6
1041,88.17,2024-01-01 04:09:00,food,1,4.490544660146788,4
1179,15.14,2024-01-01 04:10:00,utility,0,2.7813006628418027,4
1493,6.12,2024-01-01 04:11:00,food,0,1.9629077254238845,5
1188,5.17,2024-01-01 04:12:00,utility,0,1.8196988379172965,5
1329,25.96,2024-01-01 04:13:00,utility,0,3.2943542860441064,2
1660,0.73,2024-01-01 04:14:00,transfer,0,0.5481214085096876,4
1144,14.07,2024-01-01 04:15:00,food,0,2.712706012638404,2
1677,26.1,2024-01-01 04:16:00,transfer,0,3.299533727885655,7
1103,29.31,2024-01-01 04:17:00,shopping,0,3.4114776910697118,7
1175,11.58,2024-01-01 04:18:00,transfer,0,2.5321082512722946,5
1587,19.13,2024-01-01 04:19:00,utility,0,3.0022112396517002,4
1793,10.09,2024-01-01 04:20:00,utility,0,2.4060438013622756,4
1170,13.93,2024-01-01 04:21:00,food,0,2.703372611551099,3
1299,59.88,2024-01-01 04:22:00,utility,0,4.1089047135534305,4
1925,26.74,2024-01-01 04:23:00,shopping,0,3.3228754148866853,3
1989,68.28,2024-01-01 04:24:00,transfer,0,4.2381562642541795,4
1581,13.83,2024-01-01 04:25:00,utility,0,2.696652156149841,4
1447,1.36,2024-01-01 04:26:00,food,0,0.8586616190375188,4
1346,38.56,2024-01-01 04:27:00,transfer,0,3.6778185067545115,4
1612,62.89,2024-01-01 04:28:00,food,1,4.157162854614252,3
1590,5.0,2024-01-01 04:29:00,travel,0,1.791759469228055,5
1294,56.58,2024-01-01 04:30:00,travel,0,4.05317528518403,4
1022,6.13,2024-01-01 04:31:00,transfer,0,1.9643112344262046,3
1151,17.95,2024-01-01 04:32:00,food,0,2.9418039315284354,4
1958,40.77,2024-01-01 04:33:00,transfer,0,3.732178378509084,6
1418,5.07,2024-01-01 04:34:00,travel,0,1.803358605071407,6
1482,48.77,2024-01-01 04:35:00,utility,0,3.9074123928704627,5
1467,38.04,2024-01-01 04:36:00,food,0,3.664586761544892,5
1782,53.61,2024-01-01 04:37:00,travel,0,4.000217016164062,6
1064,4.01,2024-01-01 04:38:00,utility,0,1.6114359150967734,2
1082,14.55,2024-01-01 04:39:00,utility,0,2.744060638625243,2
1275,82.3,2024-01-01 04:40:00,transfer,0,4.422448549172797,3
1486,1.19,2024-01-01 04:41:00,transfer,0,0.7839015438284094,3
1671,87.07,2024-01-01 04:42:00,shopping,1,4.478131952817368,5
1490,65.24,2024-01-01 04:43:00,travel,0,4.193284510077004,4
1441,4.85,2024-01-01 04:44:00,travel,0,1.766441661243765,3
1937,8.37,2024-01-01 04:45:00,transfer,0,2.2375130962503307,1
1161,75.14,2024-01-01 04:46:00,utility,0,4.332573750954351,5
1571,33.01,2024-01-01 04:47:00,transfer,0,3.526654599019104,5
1542,27.42,2024-01-01 04:48:00,shopping,0,3.3470931226689546,4
1473,15.56,2024-01-01 04:49:00,shopping,0,2.8069901489571136,3
1807,28.61,2024-01-01 04:50:00,transfer,0,3.3881121421135,3
1266,22.19,2024-01-01 04:51:00,utility,0,3.1437211512674406,4
1953,26.43,2024-01-01 04:52:00,travel,0,3.311637304949512,3
1331,88.83,2024-01-01 04:53:00,shopping,0,4.497918995241116,2
1545,1.74,2024-01-01 04:54:00,travel,0,1.007957920399979,6
1520,109.35,2024-01-01 04:55:00,utility,0,4.703657132702745,6
1849,16.9,2024-01-01 04:56:00,food,0,2.884800712846709,4
1438,16.59,2024-01-01 04:57:00,transfer,0,2.8673305587494666,4
1284,56.58,2024-01-01 04:58:00,transfer,0,4.05317528518403,6
1021,98.14,2024-01-01 04:59:00,food,0,4.596532992592428,3
1363,40.86,2024-01-01 05:00:00,utility,0,3.7343307170178535,3
1826,13.82,2024-01-01 05:01:00,food,0,2.695977619867941,4
1009,5.46,2024-01-01 05:02:00,travel,0,1.8656293177945105,3
1896,27.0,2024-01-01 05:03:00,travel,0,3.332204510175204,5
1542,3.86,2024-01-01 05:04:00,shopping,0,1.5810384379124023,4
1140,95.25,2024-01-01 05:05:00,transfer,0,4.566948973167894,5
1302,17.35,2024-01-01 05:06:00,shopping,1,2.9096295745005794,5
1554,64.63,2024-01-01 05:07:00,travel,1,4.184032908485631,6
1315,81.83,2024-01-01 05:08:00,food,0,4.416790314610172,4
1108,42.91,2024-01-01 05:09:00,transfer,0,3.782142084573626,2
1665,66.17,2024-01-01 05:10:00,travel,0,4.207226719278773,3
1672,41.73,2024-01-01 05:11:00,shopping,0,3.7549012496559335,5
1118,21.25,2024-01-01 05:12:00,food,0,3.1023420086122493,10
1281,62.99,2024-01-01 05:13:00,travel,0,4.158726821151369,3
1243,58.39,2024-01-01 05:14:00,shopping,0,4.0841258620277685,6
1659,7.64,2024-01-01 05:15:00,transfer,0,2.1564025828159643,5
1730,70.91,2024-01-01 05:16:00,travel,0,4.275415337114403,5
1726,22.49,2024-01-01 05:17:00,shopping,0,3.1565747986708215,3
1938,134.12,2024-01-01 05:18:00,transfer,0,4.906163272499545,6
1768,92.45,2024-01-01 05:19:00,travel,0,4.537426533901572,3
1320,36.12,2024-01-01 05:20:00,travel,1,3.6141559079179997,9
1107,46.81,2024-01-01 05:21:00,food,0,3.867234822638012,5
1614,7.08,2024-01-01 05:22:00,transfer,0,2.089391872533004,5
1916,33.72,2024-01-01 05:23:00,food,0,3.5473158897921495,3
1975,29.23,2024-01-01 05:24:00,travel,0,3.408834808791367,7
1230,23.01,2024-01-01 05:25:00,food,0,3.178470410233162,4
1236,30.7,2024-01-01 05:26:00,utility,0,3.456316680883235,6
1037,207.31,2024-01-01 05:27:00,travel,0,5.339027354795824,2
1141,7.53,2024-01-01 05:28:00,utility,0,2.143589361503588,2
1554,4.51,2024-01-01 05:29:00,utility,0,1.706564623164823,6
1546,30.02,2024-01-01 05:30:00,food,0,3.4346321577483927,3
1370,20.04,2024-01-01 05:31:00,travel,0,3.046425387869509,5
1309,51.85,2024-01-01 05:32:00,food,0,3.967457712316247,2
1829,14.04,2024-01-01 05:33:00,food,0,2.7107133185216936,4
1460,96.88,2024-01-01 05:34:00,shopping,0,4.583742238574471,5
1808,82.11,2024-01-01 05:35:00,travel,0,4.420165031564935,5
1963,10.38,2024-01-01 05:36:00,food,0,2.431857428698185,6
1317,6.74,2024-01-01 05:37:00,shopping,0,2.046401687601636,5
1202,56.62,2024-01-01 05:38:00,shopping,0,4.053869729656382,6
1952,1.69,2024-01-01 05:39:00,transfer,0,0.9895411936137477,6
1634,15.32,2024-01-01 05:40:00,utility,0,2.792391349535961,8
1290,100.45,2024-01-01 05:41:00,travel,0,4.619566066271823,2
1621,6.84,2024-01-01 05:42:00,shopping,0,2.0592388343623163,4
1515,43.07,2024-01-01 05:43:00,food,0,3.7857792788538958,6
1905,31.17,2024-01-01 05:44:00,travel,0,3.471034341250935,2
1255,166.28,2024-01-01 05:45:00,shopping,0,5.1196690551203785,4
1991,22.81,2024-01-01 05:46:00,food,0,3.170105660498771,3
1936,84.79,2024-01-01 05:47:00,transfer,0,4.451902449584874,11
1180,117.96,2024-01-01 05:48:00,shopping,0,4.778787302151899,3
1164,8.17,2024-01-01 05:49:00,utility,0,2.2159372862683733,3
1533,32.48,2024-01-01 05:50:00,travel,0,3.5109482456212744,5
1044,37.24,2024-01-01 05:51:00,transfer,0,3.643882088183201,5
1298,32.1,2024-01-01 05:52:00,travel,0,3.4995332823830174,3
1435,87.29,2024-01-01 05:53:00,transfer,0,4.480626850913491,3
1969,2.55,2024-01-01 05:54:00,shopping,0,1.2669476034873244,6
1992,13.48,2024-01-01 05:55:00,utility,0,2.6727683869575705,5
1151,10.57,2024-01-01 05:56:00,travel,0,2.448415541205585,4
1891,4.4,2024-01-01 05:57:00,transfer,0,1.6863989535702288,2
1090,12.96,2024-01-01 05:58:00,food,0,2.6361960973342264,7
1748,19.03,2024-01-01 05:59:00,food,0,2.997231149677727,4
1845,19.6,2024-01-01 06:00:00,shopping,0,3.0252910757955354,4
1890,1.56,2024-01-01 06:01:00,transfer,0,0.9400072584914712,4
1223,36.39,2024-01-01 06:02:00,transfer,0,3.6214032889890224,4
1893,8.65,2024-01-01 06:03:00,transfer,0,2.2669579153508947,4
1115,26.44,2024-01-01 06:04:00,shopping,0,3.3120018028576843,6
1518,32.65,2024-01-01 06:05:00,transfer,0,3.5160130560907366,2
1469,45.22,2024-01-01 06:06:00,shopping,0,3.8334126048462345,6
1315,23.84,2024-01-01 06:07:00,shopping,0,3.212455257065278,4
1022,4.31,2024-01-01 06:08:00,food,0,1.6695918352538475,3
1772,0.59,2024-01-01 06:09:00,utility,0,0.46373401623214006,8
1335,24.94,2024-01-01 06:10:00,travel,0,3.255786178888298,2
1661,79.32,2024-01-01 06:11:00,food,1,4.386018655943419,2
1410,174.99,2024-01-01 06:12:00,travel,0,5.17042717524212,5
1373,65.62,2024-01-01 06:13:00,utility,0,4.199004832765533,4
1886,22.15,2024-01-01 06:14:00,travel,0,3.1419947805322432,3
1094,133.75,2024-01-01 06:15:00,travel,1,4.903421209789107,6
1736,119.87,2024-01-01 06:16:00,travel,0,4.794715587871366,7
1746,72.65,2024-01-01 06:17:00,shopping,0,4.299324142908639,7
1379,123.35,2024-01-01 06:18:00,utility,0,4.823100170249414,4
1262,68.72,2024-01-01 06:19:00,utility,0,4.24448722065182,2
1005,37.24,2024-01-01 06:20:00,food,1,3.643882088183201,5
1936,77.46,2024-01-01 06:21:00,travel,1,4.362588940781406,11
1947,49.72,2024-01-01 06:22:00,utility,0,3.9263203101289705,5
1240,114.66,2024-01-01 06:23:00,travel,0,4.750654852730072,8
1031,12.29,2024-01-01 06:24:00,food,0,2.587011872725154,5
1122,7.5,2024-01-01 06:25:00,travel,0,2.1400661634962708,2
1067,30.47,2024-01-01 06:26:00,utility,0,3.4490347110763153,5
1831,6.03,2024-01-01 06:27:00,utility,0,1.9501867058225735,1
1891,31.19,2024-01-01 06:28:00,food,0,3.4716558453107167,2
1153,56.72,2024-01-01 06:29:00,utility,0,4.05560373390567,9
1746,95.3,2024-01-01 06:30:00,food,0,4.56746831880408,7
